pub_order,cycle,dataset,sequence_index,sequence_kind,payload_index,char_index,char_sent,bit_in_char,bit_sent,circuit_hash,transpile_hash
0,1,NULO,60,PAYLOAD,44,4,S,8,1,4cfd64574be51110,958794348209a838
1,2,NULO,38,PAYLOAD,22,2,N,4,1,4cfd64574be51110,958794348209a838
2,2,REAL,10,HEADER,-1,-1,,-1,0,f7f31345a1f8cd81,d6fdbd858942d985
3,1,PHAN_STRICT_POSTHOC,19,PAYLOAD,3,3,U,0,0,f7f31345a1f8cd81,d6fdbd858942d985
4,0,NULO,57,PAYLOAD,41,1,A,8,1,4cfd64574be51110,958794348209a838
5,1,REAL,13,HEADER,-1,-1,,-1,1,1145d10ea689307a,45d066a2b0da3167
6,2,REAL,38,PAYLOAD,22,2,N,4,1,1145d10ea689307a,45d066a2b0da3167
7,2,REAL,17,PAYLOAD,1,1,A,0,1,1145d10ea689307a,45d066a2b0da3167
8,0,NULO,39,PAYLOAD,23,3,U,4,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
9,1,NULO,34,PAYLOAD,18,3,U,3,1,4cfd64574be51110,958794348209a838
10,0,NULO,7,HEADER,-1,-1,,-1,1,4cfd64574be51110,958794348209a838
11,0,PHAN_STRICT_POSTHOC,42,PAYLOAD,26,1,A,5,0,f7f31345a1f8cd81,d6fdbd858942d985
12,0,REAL,8,HEADER,-1,-1,,-1,0,f7f31345a1f8cd81,d6fdbd858942d985
13,2,PHAN_STRICT_POSTHOC,37,PAYLOAD,21,1,A,4,0,f7f31345a1f8cd81,d6fdbd858942d985
14,1,NULO,52,PAYLOAD,36,1,A,7,1,4cfd64574be51110,958794348209a838
15,1,REAL,7,HEADER,-1,-1,,-1,1,1145d10ea689307a,45d066a2b0da3167
16,0,PHAN_STRICT_POSTHOC,55,PAYLOAD,39,4,S,7,1,f7f31345a1f8cd81,d6fdbd858942d985
17,1,REAL,16,PAYLOAD,0,0,J,0,0,f7f31345a1f8cd81,d6fdbd858942d985
18,1,NULO,9,HEADER,-1,-1,,-1,1,4cfd64574be51110,958794348209a838
19,0,PHAN_STRICT_POSTHOC,34,PAYLOAD,18,3,U,3,1,f7f31345a1f8cd81,d6fdbd858942d985
20,0,NULO,49,PAYLOAD,33,3,U,6,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
21,1,NULO,24,PAYLOAD,8,3,U,1,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
22,2,REAL,56,PAYLOAD,40,0,J,8,0,f7f31345a1f8cd81,d6fdbd858942d985
23,2,PHAN_STRICT_POSTHOC,19,PAYLOAD,3,3,U,0,0,f7f31345a1f8cd81,d6fdbd858942d985
24,1,NULO,23,PAYLOAD,7,2,N,1,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
25,2,REAL,8,HEADER,-1,-1,,-1,0,f7f31345a1f8cd81,d6fdbd858942d985
26,2,REAL,19,PAYLOAD,3,3,U,0,0,f7f31345a1f8cd81,d6fdbd858942d985
27,0,NULO,31,PAYLOAD,15,0,J,3,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
28,2,NULO,57,PAYLOAD,41,1,A,8,1,4cfd64574be51110,958794348209a838
29,1,REAL,34,PAYLOAD,18,3,U,3,1,1145d10ea689307a,45d066a2b0da3167
30,1,REAL,30,PAYLOAD,14,4,S,2,1,1145d10ea689307a,45d066a2b0da3167
31,2,NULO,23,PAYLOAD,7,2,N,1,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
32,1,REAL,9,HEADER,-1,-1,,-1,1,1145d10ea689307a,45d066a2b0da3167
33,1,PHAN_STRICT_POSTHOC,29,PAYLOAD,13,3,U,2,1,f7f31345a1f8cd81,d6fdbd858942d985
34,2,REAL,57,PAYLOAD,41,1,A,8,1,1145d10ea689307a,45d066a2b0da3167
35,1,PHAN_STRICT_POSTHOC,35,PAYLOAD,19,4,S,3,1,f7f31345a1f8cd81,d6fdbd858942d985
36,0,REAL,59,PAYLOAD,43,3,U,8,1,1145d10ea689307a,45d066a2b0da3167
37,2,NULO,28,PAYLOAD,12,2,N,2,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
38,1,REAL,50,PAYLOAD,34,4,S,6,1,1145d10ea689307a,45d066a2b0da3167
39,1,PHAN_STRICT_POSTHOC,58,PAYLOAD,42,2,N,8,0,f7f31345a1f8cd81,d6fdbd858942d985
40,1,PHAN_STRICT_POSTHOC,48,PAYLOAD,32,2,N,6,1,f7f31345a1f8cd81,d6fdbd858942d985
41,0,PHAN_STRICT_POSTHOC,25,PAYLOAD,9,4,S,1,0,f7f31345a1f8cd81,d6fdbd858942d985
42,1,NULO,22,PAYLOAD,6,1,A,1,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
43,2,PHAN_STRICT_POSTHOC,39,PAYLOAD,23,3,U,4,0,f7f31345a1f8cd81,d6fdbd858942d985
44,0,PHAN_STRICT_POSTHOC,32,PAYLOAD,16,1,A,3,0,f7f31345a1f8cd81,d6fdbd858942d985
45,1,NULO,1,HEADER,-1,-1,,-1,1,4cfd64574be51110,958794348209a838
46,0,REAL,37,PAYLOAD,21,1,A,4,0,f7f31345a1f8cd81,d6fdbd858942d985
47,0,PHAN_STRICT_POSTHOC,9,HEADER,-1,-1,,-1,1,f7f31345a1f8cd81,d6fdbd858942d985
48,0,NULO,44,PAYLOAD,28,3,U,5,1,4cfd64574be51110,958794348209a838
49,1,NULO,18,PAYLOAD,2,2,N,0,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
50,2,NULO,58,PAYLOAD,42,2,N,8,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
51,0,REAL,21,PAYLOAD,5,0,J,1,1,1145d10ea689307a,45d066a2b0da3167
52,1,REAL,35,PAYLOAD,19,4,S,3,1,1145d10ea689307a,45d066a2b0da3167
53,1,PHAN_STRICT_POSTHOC,40,PAYLOAD,24,4,S,4,0,f7f31345a1f8cd81,d6fdbd858942d985
54,0,PHAN_STRICT_POSTHOC,21,PAYLOAD,5,0,J,1,1,f7f31345a1f8cd81,d6fdbd858942d985
55,1,PHAN_STRICT_POSTHOC,14,HEADER,-1,-1,,-1,0,f7f31345a1f8cd81,d6fdbd858942d985
56,0,REAL,41,PAYLOAD,25,0,J,5,0,f7f31345a1f8cd81,d6fdbd858942d985
57,2,NULO,33,PAYLOAD,17,2,N,3,1,4cfd64574be51110,958794348209a838
58,0,PHAN_STRICT_POSTHOC,40,PAYLOAD,24,4,S,4,0,f7f31345a1f8cd81,d6fdbd858942d985
59,1,NULO,44,PAYLOAD,28,3,U,5,1,4cfd64574be51110,958794348209a838
60,1,REAL,47,PAYLOAD,31,1,A,6,0,f7f31345a1f8cd81,d6fdbd858942d985
61,0,NULO,50,PAYLOAD,34,4,S,6,1,4cfd64574be51110,958794348209a838
62,2,PHAN_STRICT_POSTHOC,38,PAYLOAD,22,2,N,4,1,f7f31345a1f8cd81,d6fdbd858942d985
63,1,PHAN_STRICT_POSTHOC,56,PAYLOAD,40,0,J,8,0,f7f31345a1f8cd81,d6fdbd858942d985
64,2,NULO,56,PAYLOAD,40,0,J,8,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
65,2,REAL,42,PAYLOAD,26,1,A,5,0,f7f31345a1f8cd81,d6fdbd858942d985
66,1,PHAN_STRICT_POSTHOC,31,PAYLOAD,15,0,J,3,0,f7f31345a1f8cd81,d6fdbd858942d985
67,1,REAL,58,PAYLOAD,42,2,N,8,0,f7f31345a1f8cd81,d6fdbd858942d985
68,1,REAL,18,PAYLOAD,2,2,N,0,0,f7f31345a1f8cd81,d6fdbd858942d985
69,2,PHAN_STRICT_POSTHOC,20,PAYLOAD,4,4,S,0,1,f7f31345a1f8cd81,d6fdbd858942d985
70,2,PHAN_STRICT_POSTHOC,24,PAYLOAD,8,3,U,1,0,f7f31345a1f8cd81,d6fdbd858942d985
71,2,PHAN_STRICT_POSTHOC,46,PAYLOAD,30,0,J,6,1,f7f31345a1f8cd81,d6fdbd858942d985
72,1,NULO,42,PAYLOAD,26,1,A,5,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
73,2,NULO,20,PAYLOAD,4,4,S,0,1,4cfd64574be51110,958794348209a838
74,1,NULO,35,PAYLOAD,19,4,S,3,1,4cfd64574be51110,958794348209a838
75,1,REAL,15,HEADER,-1,-1,,-1,1,1145d10ea689307a,45d066a2b0da3167
76,2,REAL,45,PAYLOAD,29,4,S,5,0,f7f31345a1f8cd81,d6fdbd858942d985
77,1,REAL,52,PAYLOAD,36,1,A,7,1,1145d10ea689307a,45d066a2b0da3167
78,1,NULO,5,HEADER,-1,-1,,-1,1,4cfd64574be51110,958794348209a838
79,2,PHAN_STRICT_POSTHOC,14,HEADER,-1,-1,,-1,0,f7f31345a1f8cd81,d6fdbd858942d985
80,0,NULO,35,PAYLOAD,19,4,S,3,1,4cfd64574be51110,958794348209a838
81,2,PHAN_STRICT_POSTHOC,49,PAYLOAD,33,3,U,6,0,f7f31345a1f8cd81,d6fdbd858942d985
82,1,PHAN_STRICT_POSTHOC,50,PAYLOAD,34,4,S,6,1,f7f31345a1f8cd81,d6fdbd858942d985
83,0,NULO,25,PAYLOAD,9,4,S,1,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
84,1,PHAN_STRICT_POSTHOC,60,PAYLOAD,44,4,S,8,1,f7f31345a1f8cd81,d6fdbd858942d985
85,2,REAL,6,HEADER,-1,-1,,-1,0,f7f31345a1f8cd81,d6fdbd858942d985
86,0,REAL,22,PAYLOAD,6,1,A,1,0,f7f31345a1f8cd81,d6fdbd858942d985
87,2,REAL,39,PAYLOAD,23,3,U,4,0,f7f31345a1f8cd81,d6fdbd858942d985
88,2,NULO,9,HEADER,-1,-1,,-1,1,4cfd64574be51110,958794348209a838
89,2,PHAN_STRICT_POSTHOC,60,PAYLOAD,44,4,S,8,1,f7f31345a1f8cd81,d6fdbd858942d985
90,0,NULO,18,PAYLOAD,2,2,N,0,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
91,0,PHAN_STRICT_POSTHOC,18,PAYLOAD,2,2,N,0,0,f7f31345a1f8cd81,d6fdbd858942d985
92,0,NULO,59,PAYLOAD,43,3,U,8,1,4cfd64574be51110,958794348209a838
93,1,NULO,3,HEADER,-1,-1,,-1,1,4cfd64574be51110,958794348209a838
94,0,PHAN_STRICT_POSTHOC,33,PAYLOAD,17,2,N,3,1,f7f31345a1f8cd81,d6fdbd858942d985
95,2,PHAN_STRICT_POSTHOC,42,PAYLOAD,26,1,A,5,0,f7f31345a1f8cd81,d6fdbd858942d985
96,1,NULO,36,PAYLOAD,20,0,J,4,1,4cfd64574be51110,958794348209a838
97,0,PHAN_STRICT_POSTHOC,24,PAYLOAD,8,3,U,1,0,f7f31345a1f8cd81,d6fdbd858942d985
98,0,PHAN_STRICT_POSTHOC,29,PAYLOAD,13,3,U,2,1,f7f31345a1f8cd81,d6fdbd858942d985
99,0,REAL,45,PAYLOAD,29,4,S,5,0,f7f31345a1f8cd81,d6fdbd858942d985
100,2,PHAN_STRICT_POSTHOC,31,PAYLOAD,15,0,J,3,0,f7f31345a1f8cd81,d6fdbd858942d985
101,2,PHAN_STRICT_POSTHOC,47,PAYLOAD,31,1,A,6,0,f7f31345a1f8cd81,d6fdbd858942d985
102,2,REAL,44,PAYLOAD,28,3,U,5,1,1145d10ea689307a,45d066a2b0da3167
103,2,PHAN_STRICT_POSTHOC,44,PAYLOAD,28,3,U,5,1,f7f31345a1f8cd81,d6fdbd858942d985
104,2,REAL,26,PAYLOAD,10,0,J,2,0,f7f31345a1f8cd81,d6fdbd858942d985
105,1,PHAN_STRICT_POSTHOC,52,PAYLOAD,36,1,A,7,1,f7f31345a1f8cd81,d6fdbd858942d985
106,2,NULO,36,PAYLOAD,20,0,J,4,1,4cfd64574be51110,958794348209a838
107,0,PHAN_STRICT_POSTHOC,48,PAYLOAD,32,2,N,6,1,f7f31345a1f8cd81,d6fdbd858942d985
108,2,REAL,25,PAYLOAD,9,4,S,1,0,f7f31345a1f8cd81,d6fdbd858942d985
109,0,NULO,13,HEADER,-1,-1,,-1,1,4cfd64574be51110,958794348209a838
110,1,REAL,28,PAYLOAD,12,2,N,2,0,f7f31345a1f8cd81,d6fdbd858942d985
111,0,NULO,45,PAYLOAD,29,4,S,5,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
112,0,REAL,4,HEADER,-1,-1,,-1,0,f7f31345a1f8cd81,d6fdbd858942d985
113,1,REAL,24,PAYLOAD,8,3,U,1,0,f7f31345a1f8cd81,d6fdbd858942d985
114,0,REAL,19,PAYLOAD,3,3,U,0,0,f7f31345a1f8cd81,d6fdbd858942d985
115,0,NULO,27,PAYLOAD,11,1,A,2,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
116,0,NULO,52,PAYLOAD,36,1,A,7,1,4cfd64574be51110,958794348209a838
117,1,PHAN_STRICT_POSTHOC,49,PAYLOAD,33,3,U,6,0,f7f31345a1f8cd81,d6fdbd858942d985
118,1,REAL,31,PAYLOAD,15,0,J,3,0,f7f31345a1f8cd81,d6fdbd858942d985
119,2,REAL,11,HEADER,-1,-1,,-1,1,1145d10ea689307a,45d066a2b0da3167
120,1,PHAN_STRICT_POSTHOC,37,PAYLOAD,21,1,A,4,0,f7f31345a1f8cd81,d6fdbd858942d985
121,2,REAL,32,PAYLOAD,16,1,A,3,0,f7f31345a1f8cd81,d6fdbd858942d985
122,0,NULO,29,PAYLOAD,13,3,U,2,1,4cfd64574be51110,958794348209a838
123,0,PHAN_STRICT_POSTHOC,10,HEADER,-1,-1,,-1,0,f7f31345a1f8cd81,d6fdbd858942d985
124,2,REAL,41,PAYLOAD,25,0,J,5,0,f7f31345a1f8cd81,d6fdbd858942d985
125,2,NULO,8,HEADER,-1,-1,,-1,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
126,2,REAL,33,PAYLOAD,17,2,N,3,1,1145d10ea689307a,45d066a2b0da3167
127,1,PHAN_STRICT_POSTHOC,46,PAYLOAD,30,0,J,6,1,f7f31345a1f8cd81,d6fdbd858942d985
128,0,PHAN_STRICT_POSTHOC,58,PAYLOAD,42,2,N,8,0,f7f31345a1f8cd81,d6fdbd858942d985
129,2,REAL,0,HEADER,-1,-1,,-1,0,f7f31345a1f8cd81,d6fdbd858942d985
130,1,NULO,13,HEADER,-1,-1,,-1,1,4cfd64574be51110,958794348209a838
131,0,REAL,11,HEADER,-1,-1,,-1,1,1145d10ea689307a,45d066a2b0da3167
132,2,REAL,47,PAYLOAD,31,1,A,6,0,f7f31345a1f8cd81,d6fdbd858942d985
133,1,REAL,57,PAYLOAD,41,1,A,8,1,1145d10ea689307a,45d066a2b0da3167
134,2,PHAN_STRICT_POSTHOC,4,HEADER,-1,-1,,-1,0,f7f31345a1f8cd81,d6fdbd858942d985
135,0,REAL,13,HEADER,-1,-1,,-1,1,1145d10ea689307a,45d066a2b0da3167
136,1,PHAN_STRICT_POSTHOC,36,PAYLOAD,20,0,J,4,1,f7f31345a1f8cd81,d6fdbd858942d985
137,2,NULO,34,PAYLOAD,18,3,U,3,1,4cfd64574be51110,958794348209a838
138,0,PHAN_STRICT_POSTHOC,45,PAYLOAD,29,4,S,5,0,f7f31345a1f8cd81,d6fdbd858942d985
139,2,NULO,31,PAYLOAD,15,0,J,3,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
140,2,NULO,48,PAYLOAD,32,2,N,6,1,4cfd64574be51110,958794348209a838
141,2,NULO,37,PAYLOAD,21,1,A,4,0,ac38ecf3e7ea6c8f,11db72cfd0ef8b79
142,0,REAL,53,PAYLOAD,37,2,N,7,0,f7f31345a1f8cd81,d6fdbd858942d985
