dataset,mode,sequence_index,bit_true,bit_pred,d0,d1,margin_d0_minus_d1
REAL,POST_Q1_1,18,1,1,9.038997142999325,5.682266533862611,3.3567306091367133
REAL,POST_Q1_1,19,0,0,3.07534299261786,7.638933662871666,-4.563590670253806
REAL,POST_Q1_1,20,0,0,1.9639224909873187,5.107552241263941,-3.143629750276623
REAL,POST_Q1_1,21,1,1,6.245882306223387,1.6553996486520792,4.590482657571307
REAL,POST_Q1_1,22,1,1,4.93255364461391,1.9764295328846146,2.9561241117292956
REAL,POST_Q1_1,23,1,1,8.57086789703821,5.289006474771515,3.2818614222666955
REAL,POST_Q1_1,24,1,1,7.424766603525896,5.071063814786454,2.353702788739442
REAL,POST_Q1_1,25,0,0,1.3485650977314332,5.209191427954868,-3.8606263302234343
REAL,POST_Q1_1,26,1,1,6.211902762408508,1.5562999997709608,4.655602762637548
REAL,POST_Q1_1,27,0,0,3.9968410886363954,8.977411564424429,-4.980570475788033
REAL,POST_Q1_1,28,0,0,1.654984774096444,6.037740267245526,-4.382755493149082
REAL,POST_Q1_1,29,0,0,3.7974647801489883,5.635514866990723,-1.838050086841735
REAL,POST_Q1_1,30,0,0,3.21799302363477,7.045047810643864,-3.8270547870090943
REAL,POST_Q1_1,31,1,1,9.70952234869457,5.616386895545189,4.09313545314938
REAL,POST_Q1_1,32,1,1,7.865792672192421,3.768437243116457,4.097355429075964
REAL,POST_Q1_1,33,0,0,5.954140472484725,10.635578930375242,-4.6814384578905175
REAL,POST_Q1_1,34,1,1,6.371233228692793,3.6410934983266614,2.7301397303661314
REAL,POST_Q1_1,35,0,0,1.1032770434691472,5.702971835309714,-4.599694791840566
REAL,POST_Q1_1,36,1,1,8.44501183946762,4.254611355306585,4.190400484161035
REAL,POST_Q1_1,37,0,1,4.331751962831999,2.7380076443793175,1.5937443184526812
REAL,POST_Q1_1,38,1,1,6.852720615707344,2.2142709138366103,4.638449701870734
REAL,POST_Q1_1,39,0,0,2.2285965573018944,6.167663132132647,-3.9390665748307527
REAL,POST_Q1_1,40,1,1,8.195105195837664,3.6180206643364206,4.577084531501244
REAL,POST_Q1_1,41,0,0,2.607535078434333,7.243393989009089,-4.635858910574756
REAL,POST_Q1_1,42,1,1,6.430859155055351,2.5006510205776986,3.930208134477652
REAL,POST_Q1_1,43,1,1,8.504436301407848,4.41373299991945,4.090703301488398
REAL,POST_Q1_1,44,0,0,2.1519259775784905,5.482082141981168,-3.330156164402678
REAL,POST_Q1_1,45,1,1,7.8414254268476435,3.343229756058413,4.49819567078923
REAL,POST_Q1_1,46,0,0,3.128932177705476,7.257893858444333,-4.128961680738857
REAL,POST_Q1_1,47,1,1,8.708416358823696,4.91555097375924,3.792865385064456
REAL,POST_Q1_1,48,1,1,8.16218790059409,4.74949692696586,3.412690973628229
