dataset,mode,sequence_index,sequence_kind,payload_index,char_index,bit_in_char,bit_sent,cycle,e1_mean,e2_mean,e3_mean,cons_mean,e1_minus_e2,e1_minus_e3,e2_minus_e3,e1_ratio_e2,e2_ratio_e1,e1_share,e2_share,e3_share,e1_var,e2_var,e3_var,cons_var,e1_flicker,e2_flicker,e3_flicker,cons_flicker,cycle_scope
PHAN_STRICT_POSTHOC,POST_Q1_1,35,PAYLOAD,19,4,3,1,0,0.04417670682730924,0.0642570281124498,0.040160642570281124,0.14859437751004015,-0.020080321285140555,0.004016064257028114,0.02409638554216867,0.6874893009477541,1.4545125296709192,0.2972952965803014,0.4324295222986202,0.27026845143663764,0.04222512540120322,0.060128062450605625,0.038547765358623254,0.15864260253866874,0.08064516129032258,0.11290322580645161,0.08064516129032258,0.25,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,36,PAYLOAD,20,0,4,1,0,0.051181102362204724,0.07480314960629922,0.04330708661417323,0.16929133858267717,-0.023622047244094495,0.007874015748031496,0.03149606299212599,0.6842013796236618,1.4615099058833774,0.30232379557571915,0.44185785507220493,0.2558124424102239,0.04856159712319424,0.06920763841527684,0.04143158286316572,0.15637981275962548,0.10276679841897234,0.15019762845849802,0.08695652173913043,0.31620553359683795,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,37,PAYLOAD,21,1,4,0,0,0.06477732793522267,0.044534412955465584,0.04048582995951417,0.14979757085020243,0.02024291497975709,0.024291497975708502,0.004048582995951414,1.4545127941218048,0.68748938688259,0.43242954567303293,0.29729531265021014,0.2702684660456456,0.0605812257207953,0.04255109901817764,0.03884672753200347,0.15974692258519235,0.10569105691056911,0.08943089430894309,0.08130081300813008,0.2682926829268293,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,38,PAYLOAD,22,2,4,1,0,0.07692307692307693,0.05982905982905983,0.05128205128205128,0.18803418803418803,0.017094017094017096,0.025641025641025647,0.008547008547008551,1.285692796277548,0.7777676667981094,0.4090887334826447,0.318180126042057,0.2727258223217631,0.07100591715976333,0.05624954342903059,0.048652202498356355,0.1783183578055373,0.13733905579399142,0.12017167381974249,0.10300429184549356,0.33476394849785407,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,39,PAYLOAD,23,3,4,0,0,0.06319702602230483,0.05204460966542751,0.06691449814126393,0.1821561338289963,0.011152416356877318,-0.003717472118959106,-0.014869888475836424,1.214262383101353,0.8235163808290328,0.34693687089758624,0.2857127172097769,0.36734492212685604,0.059203161924240966,0.04933596827020082,0.06243694807976673,0.15641022097538726,0.12686567164179105,0.09328358208955224,0.11940298507462686,0.2873134328358209,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,40,PAYLOAD,24,4,4,0,0,0.05813953488372093,0.06589147286821706,0.05426356589147287,0.17829457364341086,-0.007751937984496131,0.003875968992248062,0.011627906976744193,0.8823395503762353,1.1333138403352796,0.32608512760950165,0.3695631446241019,0.30434611910220155,0.05475932936722552,0.06154978667147407,0.05131903130821463,0.19301724655970195,0.10894941634241245,0.1245136186770428,0.10894941634241245,0.3035019455252918,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,41,PAYLOAD,25,0,5,0,0,0.09056603773584905,0.07924528301886792,0.033962264150943396,0.2037735849056604,0.01132075471698113,0.056603773584905655,0.045283018867924525,1.142842721270422,0.8749903386483441,0.4444422633851889,0.3888869804620403,0.16666584876944585,0.08236383054467783,0.07296546813812746,0.032808828764684946,0.19998576005695978,0.1590909090909091,0.1590909090909091,0.06818181818181818,0.3484848484848485,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,42,PAYLOAD,26,1,5,0,0,0.05426356589147287,0.07364341085271318,0.050387596899224806,0.17829457364341086,-0.019379844961240317,0.003875968992248062,0.02325581395348838,0.7368320998588545,1.3571178473996695,0.30434611910220155,0.41304116163870214,0.2826071105949014,0.051319031308214635,0.06822005889069166,0.04784868697794605,0.20852112252869417,0.10894941634241245,0.13229571984435798,0.10116731517509728,0.29571984435797666,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,43,PAYLOAD,27,2,5,1,0,0.06870229007633588,0.04961832061068702,0.04580152671755725,0.16412213740458015,0.01908396946564886,0.02290076335877863,0.0038167938931297704,1.3845874798523292,0.722211710029554,0.4186021006104568,0.3023237393297743,0.27906806707363785,0.06398228541460288,0.047156342870462095,0.04370374686789814,0.15245323699085134,0.11494252873563218,0.09961685823754789,0.09195402298850575,0.26053639846743293,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,44,PAYLOAD,28,3,5,1,0,0.052845528455284556,0.06910569105691057,0.04065040650406504,0.16260162601626016,-0.016260162601626015,0.012195121951219516,0.02845528455284553,0.7646948167691221,1.3076675625984306,0.3249980012622923,0.4249973862660745,0.24999846250945557,0.05005287857756626,0.06433009452045739,0.038997950955119313,0.16055258113556742,0.10612244897959183,0.12244897959183673,0.08163265306122448,0.2938775510204082,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,45,PAYLOAD,29,4,5,0,0,0.05963302752293578,0.045871559633027525,0.05045871559633028,0.1559633027522936,0.013761467889908258,0.009174311926605505,-0.0045871559633027525,1.2999716606177985,0.7692178700387947,0.3823504896350959,0.29411576125776606,0.32352733738354267,0.05607692955138457,0.04376735964986112,0.047912633616698924,0.1775103105799175,0.11981566820276497,0.09216589861751152,0.10138248847926268,0.29493087557603687,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,46,PAYLOAD,30,0,6,1,0,0.05220883534136546,0.08433734939759036,0.04819277108433735,0.18473895582329317,-0.0321285140562249,0.004016064257028107,0.036144578313253004,0.6190402789985966,1.6153536751488375,0.2826071658872977,0.45651926797178854,0.26086815312673634,0.04948307285366365,0.07722456089417913,0.04587022789954999,0.19077111659489368,0.0967741935483871,0.16129032258064516,0.09274193548387097,0.3024193548387097,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,47,PAYLOAD,31,1,6,0,0,0.08225108225108226,0.05194805194805195,0.06060606060606061,0.19480519480519481,0.030303030303030304,0.021645021645021648,-0.008658008658008656,1.5833028547533792,0.6315712687914162,0.42222005482594077,0.2666652977848047,0.31110951408227216,0.07548584171960794,0.049249451846854454,0.05693296602387512,0.17417214819812224,0.13043478260869565,0.10434782608695652,0.12173913043478261,0.3130434782608696,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,48,PAYLOAD,32,2,6,1,0,0.046875,0.05078125,0.04296875,0.140625,-0.00390625,0.00390625,0.0078125,0.9230587459200803,1.0833102227152487,0.3333309629798188,0.36110854322813707,0.30555338273150057,0.044677734375,0.0482025146484375,0.0411224365234375,0.144287109375,0.08235294117647059,0.10196078431372549,0.0784313725490196,0.2549019607843137,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,49,PAYLOAD,33,3,6,0,0,0.06324110671936758,0.05533596837944664,0.043478260869565216,0.16205533596837945,0.007905138339920945,0.01976284584980237,0.011857707509881424,1.142836490169142,0.8749861642812773,0.39024149436346156,0.3414613075680289,0.2682910273748798,0.05924166914027715,0.05227389898295552,0.04158790170132326,0.1436985423924761,0.1111111111111111,0.10317460317460317,0.0873015873015873,0.2698412698412698,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,50,PAYLOAD,34,4,6,1,0,0.06818181818181818,0.045454545454545456,0.041666666666666664,0.1553030303030303,0.02272727272727272,0.026515151515151512,0.0037878787878787915,1.4999670007259838,0.6666568890322943,0.439021563373348,0.2926810422488987,0.2682909553948238,0.06353305785123967,0.043388429752066124,0.03993055555555557,0.14633551423324154,0.12167300380228137,0.08365019011406843,0.07604562737642585,0.2661596958174905,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,51,PAYLOAD,35,0,7,0,0,0.028112449799196786,0.04819277108433735,0.060240963855421686,0.13654618473895583,-0.020080321285140566,-0.0321285140562249,-0.012048192771084335,0.5833212294178228,1.7142247368629318,0.20588084516675156,0.35293859171443126,0.44117323964303906,0.02732213996548441,0.04587022789954999,0.05661199012919146,0.125933452686247,0.056451612903225805,0.0967741935483871,0.10483870967741936,0.24193548387096775,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,52,PAYLOAD,36,1,7,1,0,0.05818181818181818,0.04,0.04,0.13818181818181818,0.01818181818181818,0.01818181818181818,0.0,1.4545090918181591,0.687488183796841,0.4210495845095858,0.28947158935034023,0.28947158935034023,0.05479669421487603,0.03840000000000001,0.038400000000000004,0.1263603305785124,0.10948905109489052,0.072992700729927,0.08029197080291971,0.24087591240875914,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,53,PAYLOAD,37,2,7,0,0,0.05179282868525897,0.0398406374501992,0.055776892430278883,0.14741035856573706,0.011952191235059764,-0.003984063745019917,-0.01593625498007968,1.2999673708189925,0.769215917446517,0.3513489678759206,0.27026843682763124,0.3783758115586837,0.04911033158203837,0.03825336105776098,0.05266583070109998,0.14161679973333757,0.104,0.072,0.104,0.264,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,54,PAYLOAD,38,3,7,1,0,0.060240963855421686,0.05220883534136546,0.06827309236947791,0.18072289156626506,0.008032128514056228,-0.008032128514056228,-0.016064257028112455,1.153824053677741,0.8666522802388147,0.33333148889909475,0.28888729037921546,0.37777568741897405,0.05661199012919146,0.049483072853663664,0.06361187722778666,0.17215851357236178,0.0967741935483871,0.10483870967741936,0.12903225806451613,0.2661290322580645,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,55,PAYLOAD,39,4,7,1,0,0.027559055118110236,0.05905511811023622,0.05905511811023622,0.14566929133858267,-0.031496062992125984,-0.031496062992125984,0.0,0.4666587645782531,2.142779390576399,0.18918789043988726,0.40540262237118696,0.40540262237118696,0.0267995535991072,0.055567611135222274,0.055567611135222274,0.1401977803955608,0.05533596837944664,0.11857707509881422,0.11857707509881422,0.2608695652173913,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,56,PAYLOAD,40,0,8,0,0,0.04700854700854701,0.05982905982905983,0.05555555555555555,0.1623931623931624,-0.012820512820512824,-0.008547008547008544,0.004273504273504279,0.7857011532807237,1.272700198923041,0.2894719016730265,0.36841878394748834,0.3421031565226677,0.04479874351669222,0.05624954342903059,0.05246913580246913,0.16166264884213602,0.0944206008583691,0.11158798283261803,0.11158798283261803,0.26609442060085836,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,57,PAYLOAD,41,1,8,1,0,0.07509881422924901,0.05533596837944664,0.03557312252964427,0.16600790513833993,0.01976284584980237,0.03952569169960474,0.01976284584980237,1.357118332075856,0.7368322937594568,0.4523782273406781,0.33333132540892074,0.21428442347716334,0.06945898233060976,0.05227389898295555,0.03430767548313519,0.1858801106094456,0.14285714285714285,0.10317460317460317,0.06746031746031746,0.2976190476190476,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,58,PAYLOAD,42,2,8,0,0,0.06274509803921569,0.050980392156862744,0.03529411764705882,0.14901960784313725,0.011764705882352941,0.027450980392156862,0.01568627450980392,1.230745089230942,0.8124870509876249,0.4210498061131432,0.34210296746692886,0.23684051593864305,0.058808150711264884,0.04838139177239523,0.03404844290657439,0.15034217608612074,0.12598425196850394,0.10236220472440945,0.07086614173228346,0.25984251968503935,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,59,PAYLOAD,43,3,8,1,0,0.08,0.04,0.068,0.188,0.04,0.011999999999999997,-0.028000000000000004,1.9999500012499687,0.499993750078124,0.4255296514380243,0.21276482571901215,0.36170020372232065,0.07360000000000001,0.038400000000000004,0.06337599999999997,0.18465600000000001,0.15261044176706828,0.0642570281124498,0.12048192771084337,0.321285140562249,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,60,PAYLOAD,44,4,8,1,0,0.08196721311475409,0.04918032786885246,0.036885245901639344,0.1680327868852459,0.032786885245901634,0.04508196721311475,0.012295081967213115,1.6666327784668378,0.599992680089303,0.48780197503214856,0.29268118501928914,0.21951088876446687,0.07524858908895457,0.04676162321956463,0.03552472453641493,0.17258465466272507,0.15637860082304528,0.09053497942386832,0.06584362139917696,0.2962962962962963,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,0,HEADER,-1,-1,-1,0,1,0.050387596899224806,0.03488372093023256,0.046511627906976744,0.13178294573643412,0.015503875968992248,0.003875968992248062,-0.011627906976744186,1.4444030382240154,0.6922939529353955,0.38235003981440374,0.26470387371766413,0.35293849829021884,0.04784868697794604,0.03366684694429422,0.04434829637641969,0.1299200769184544,0.09727626459143969,0.07003891050583658,0.08560311284046693,0.245136186770428,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,1,HEADER,-1,-1,-1,1,1,0.07509881422924901,0.05533596837944664,0.02766798418972332,0.15810276679841898,0.01976284584980237,0.04743083003952569,0.02766798418972332,1.357118332075856,0.7368322937594568,0.4749969956440025,0.34999778626400185,0.17499889313200093,0.06945898233060976,0.05227389898295552,0.026902466840600544,0.1410114202690247,0.14285714285714285,0.1111111111111111,0.04365079365079365,0.28174603174603174,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,2,HEADER,-1,-1,-1,0,1,0.064,0.04,0.048,0.152,0.024,0.016,-0.008,1.599960000999975,0.6249902345275855,0.421049861514069,0.2631561634462931,0.31578739613555173,0.059904,0.038400000000000004,0.04569599999999999,0.160896,0.1285140562248996,0.08032128514056225,0.08835341365461848,0.2971887550200803,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,3,HEADER,-1,-1,-1,1,1,0.06097560975609756,0.07723577235772358,0.028455284552845527,0.16666666666666666,-0.01626016260162602,0.03252032520325203,0.04878048780487805,0.7894634627362193,1.2666458936740106,0.36585146342780483,0.4634118536752195,0.17073068293297558,0.057257584770969636,0.07127040782602945,0.02764558133386212,0.17953929539295396,0.10204081632653061,0.13877551020408163,0.05714285714285714,0.2816326530612245,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,4,HEADER,-1,-1,-1,0,1,0.04583333333333333,0.05,0.075,0.17083333333333334,-0.004166666666666673,-0.029166666666666667,-0.024999999999999994,0.9166483336999925,1.090885289775496,0.2682911124422686,0.29268121357338395,0.4390218203600759,0.04373263888888889,0.04749999999999998,0.069375,0.17498263888888888,0.09205020920502092,0.100418410041841,0.1506276150627615,0.3263598326359833,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,5,HEADER,-1,-1,-1,1,1,0.06692913385826772,0.051181102362204724,0.07086614173228346,0.1889763779527559,0.015748031496063,-0.003937007874015741,-0.01968503937007874,1.3076667578956536,0.7646944569181142,0.3541647925446395,0.27083190018119485,0.3749980156355006,0.06244962489924981,0.048561597123194244,0.06584413168826338,0.16901233802467605,0.13438735177865613,0.09881422924901186,0.11857707509881422,0.3201581027667984,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,6,HEADER,-1,-1,-1,0,1,0.06882591093117409,0.05668016194331984,0.06477732793522267,0.1902834008097166,0.012145748987854248,0.004048582995951414,-0.008097165991902834,1.214264291194291,0.8235174465406297,0.36170022680944636,0.29787077501954407,0.3404237428794789,0.06408890491566817,0.05346752118539887,0.0605812257207953,0.16217279417790817,0.12195121951219512,0.11382113821138211,0.13008130081300814,0.3089430894308943,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,7,HEADER,-1,-1,-1,1,1,0.06854838709677419,0.07258064516129033,0.06048387096774194,0.20161290322580644,-0.004032258064516139,0.008064516129032251,0.01209677419354839,0.944431432278044,1.0588080832703148,0.3399983136083645,0.3599982144088566,0.2999985120073805,0.06384950572320498,0.06731269510926119,0.05682557232049947,0.19322320499479706,0.1214574898785425,0.12955465587044535,0.1214574898785425,0.3319838056680162,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,8,HEADER,-1,-1,-1,0,1,0.078125,0.07421875,0.04296875,0.1953125,0.00390625,0.03515625,0.03125,1.052617396312976,0.949987840155646,0.3999979520104857,0.3799980544099614,0.21999887360576714,0.072021484375,0.0687103271484375,0.0411224365234375,0.17279052734375,0.1411764705882353,0.13333333333333333,0.08627450980392157,0.32941176470588235,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,9,HEADER,-1,-1,-1,1,1,0.06692913385826772,0.03543307086614173,0.023622047244094488,0.12598425196850394,0.03149606299212599,0.043307086614173235,0.011811023622047244,1.8888355817513596,0.5294038547894637,0.5312457832365957,0.2812477675958447,0.18749851173056314,0.06244962489924981,0.03417756835513671,0.023064046128092257,0.11011222022444045,0.13438735177865613,0.06324110671936758,0.04743083003952569,0.23715415019762845,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,10,HEADER,-1,-1,-1,0,1,0.07024793388429752,0.05371900826446281,0.03305785123966942,0.15702479338842976,0.01652892561983471,0.0371900826446281,0.02066115702479339,1.307667964950191,0.7646949966947529,0.44736557204030436,0.34210308450140925,0.2105249750777903,0.06531316166928487,0.050833276415545366,0.031965029711085315,0.15716139607950275,0.14107883817427386,0.1078838174273859,0.06639004149377593,0.27385892116182575,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,11,HEADER,-1,-1,-1,1,1,0.043137254901960784,0.054901960784313725,0.058823529411764705,0.1568627450980392,-0.011764705882352941,-0.01568627450980392,-0.00392156862745098,0.7856999747504599,1.272697769278985,0.2749982468861761,0.3499977687642241,0.3749976093902401,0.04127643214148405,0.051887735486351415,0.055363321799307974,0.1479430988081507,0.07874015748031496,0.10236220472440945,0.10236220472440945,0.25984251968503935,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,12,HEADER,-1,-1,-1,0,1,0.03968253968253968,0.051587301587301584,0.03571428571428571,0.12698412698412698,-0.011904761904761904,0.003968253968253968,0.015873015873015872,0.7692158582772087,1.2999672408255312,0.3124975390818797,0.40624680080644365,0.28124778517369176,0.03810783572688334,0.048926051902242376,0.0344387755102041,0.1346686822877299,0.0796812749003984,0.09163346613545817,0.07171314741035857,0.2350597609561753,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,13,HEADER,-1,-1,-1,1,1,0.03292181069958848,0.04526748971193416,0.03292181069958848,0.1111111111111111,-0.012345679012345678,0.0,0.012345679012345678,0.727256661511932,1.3749582356435923,0.29629362965362943,0.4074037407737405,0.29629362965362943,0.031837965079848936,0.043218344087114086,0.031837965079848936,0.11522633744855967,0.06611570247933884,0.09090909090909091,0.06611570247933884,0.21487603305785125,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,14,HEADER,-1,-1,-1,0,1,0.06779661016949153,0.046610169491525424,0.0423728813559322,0.15677966101694915,0.0211864406779661,0.025423728813559324,0.004237288135593223,1.4545142486033935,0.687489859524572,0.4324296742323481,0.29729540103473934,0.2702685463952176,0.06320022981901754,0.0444376615914967,0.0405774202815283,0.13219979890835967,0.1276595744680851,0.09361702127659574,0.07659574468085106,0.2127659574468085,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,15,HEADER,-1,-1,-1,1,1,0.035856573705179286,0.027888446215139442,0.0398406374501992,0.10358565737051793,0.007968127490039844,-0.003984063745019917,-0.01195219123505976,1.2856681853264977,0.777756087024684,0.3461505044701299,0.26922817014343436,0.38461167163347765,0.03457087982730432,0.027110680782844714,0.038253361057760976,0.10082379644767545,0.072,0.056,0.08,0.208,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,16,PAYLOAD,0,0,0,0,1,0.08333333333333333,0.045454545454545456,0.041666666666666664,0.17045454545454544,0.03787878787878787,0.041666666666666664,0.0037878787878787915,1.8332930008873136,0.5454480000785445,0.4888860207575671,0.2666651022314003,0.24444301037878355,0.07638888888888888,0.04338842975206612,0.03993055555555557,0.1717028236914601,0.155893536121673,0.08745247148288973,0.08365019011406843,0.3041825095057034,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,17,PAYLOAD,1,1,0,1,1,0.036290322580645164,0.04435483870967742,0.06854838709677419,0.14919354838709678,-0.008064516129032258,-0.032258064516129024,-0.024193548387096767,0.8181633723166969,1.2221885441378948,0.24324161286702728,0.29729530461525555,0.45945637985994037,0.034973335067637855,0.042387486992715925,0.06384950572320498,0.14306386576482832,0.06477732793522267,0.08906882591093117,0.12955465587044535,0.25101214574898784,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,18,PAYLOAD,2,2,0,0,1,0.0653061224489796,0.044897959183673466,0.044897959183673466,0.15510204081632653,0.02040816326530613,0.02040816326530613,0.0,1.4545130585727866,0.6874894728174473,0.4210499169150094,0.2894718178790689,0.2894718178790689,0.06104123281965847,0.04288213244481466,0.042882132444814654,0.18818825489379426,0.11885245901639344,0.0860655737704918,0.0778688524590164,0.2581967213114754,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,19,PAYLOAD,3,3,0,0,1,0.051181102362204724,0.05905511811023622,0.047244094488188976,0.15748031496062992,-0.007874015748031496,0.003937007874015748,0.011811023622047244,0.866651991359613,1.1538236099079295,0.32499793626310475,0.37499761876512083,0.2999980950120967,0.04856159712319423,0.055567611135222274,0.04501209002418005,0.14055428110856225,0.09090909090909091,0.11857707509881422,0.08695652173913043,0.2727272727272727,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,20,PAYLOAD,4,4,0,1,1,0.0728744939271255,0.02834008097165992,0.04048582995951417,0.1417004048582996,0.04453441295546558,0.03238866396761133,-0.012145748987854251,2.571337839936219,0.38888355254236234,0.5142820849235721,0.19999858858138914,0.2857122694019845,0.06756380206199086,0.027536920782179685,0.03884672753200347,0.13781573210509926,0.14227642276422764,0.04878048780487805,0.06910569105691057,0.24390243902439024,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,21,PAYLOAD,5,0,1,1,1,0.052434456928838954,0.052434456928838954,0.06741573033707865,0.17228464419475656,0.0,-0.014981273408239695,-0.014981273408239695,0.999980928935141,0.999980928935141,0.30434605955656735,0.30434605955656735,0.3913020765727294,0.049685084655416684,0.0496850846554167,0.06287084964019696,0.15758391897768242,0.10526315789473684,0.09774436090225563,0.13533834586466165,0.2932330827067669,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,22,PAYLOAD,6,1,1,0,1,0.038461538461538464,0.06923076923076923,0.06923076923076923,0.17692307692307693,-0.03076923076923077,-0.03076923076923077,0.0,0.555547530980108,1.7999532012167683,0.2173900756213117,0.39130213611836107,0.39130213611836107,0.036982248520710054,0.0644378698224852,0.0644378698224852,0.14562130177514793,0.07722007722007722,0.138996138996139,0.12355212355212356,0.30115830115830117,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,23,PAYLOAD,7,2,1,0,1,0.02867383512544803,0.043010752688172046,0.05734767025089606,0.12903225806451613,-0.014336917562724018,-0.02867383512544803,-0.01433691756272401,0.6666511670270332,1.4999476893243349,0.22222050001334712,0.3333307500200207,0.44444100002669423,0.027851646304646652,0.04116082784136896,0.05405891496769055,0.1267198520060122,0.050359712230215826,0.07913669064748201,0.1079136690647482,0.2014388489208633,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,24,PAYLOAD,8,3,1,0,1,0.05785123966942149,0.05785123966942149,0.05371900826446281,0.16942148760330578,0.0,0.004132231404958678,0.004132231404958678,0.999982714584505,0.999982714584505,0.34146139917905854,0.34146139917905854,0.3170712992376972,0.05450447373813262,0.05450447373813262,0.050833276415545366,0.14898230995150605,0.11618257261410789,0.1078838174273859,0.1078838174273859,0.2821576763485477,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,25,PAYLOAD,9,4,1,0,1,0.07086614173228346,0.07874015748031496,0.047244094488188976,0.1968503937007874,-0.007874015748031496,0.023622047244094488,0.031496062992125984,0.8999885701451591,1.1110954323200106,0.35999817120929023,0.3999979680103225,0.2399987808061935,0.0658441316882634,0.07254014508029016,0.04501209002418005,0.18959637919275837,0.1225296442687747,0.1422924901185771,0.08695652173913043,0.3438735177865613,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,26,PAYLOAD,10,0,2,0,1,0.0326530612244898,0.04897959183673469,0.04897959183673469,0.1306122448979592,-0.016326530612244892,-0.016326530612244892,0.0,0.6666530558334435,1.4999540639067925,0.24999808595215442,0.37499712892823156,0.37499712892823156,0.031586838817159506,0.046580591420241575,0.046580591420241554,0.1380424822990421,0.06557377049180328,0.0942622950819672,0.0860655737704918,0.22131147540983606,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,27,PAYLOAD,11,1,2,0,1,0.06130268199233716,0.08045977011494253,0.034482758620689655,0.17624521072796934,-0.019157088122605366,0.026819923371647507,0.04597701149425287,0.7618952926346962,1.3124785901929974,0.3478241134327477,0.4565191488804814,0.1956510638059206,0.057544663172883544,0.07398599550799315,0.03329369797859691,0.17583417741959168,0.09615384615384616,0.1346153846153846,0.06153846153846154,0.27692307692307694,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,28,PAYLOAD,12,2,2,0,1,0.08370044052863436,0.04405286343612335,0.07048458149779736,0.19823788546255505,0.03964757709251101,0.013215859030836996,-0.026431718061674013,1.8999568709790287,0.5263095014601668,0.422220092356423,0.22222110124022265,0.3555537619843563,0.07669467678394688,0.04211220865920162,0.06551650526887771,0.22942420772768737,0.1504424778761062,0.07079646017699115,0.1415929203539823,0.3274336283185841,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,29,PAYLOAD,13,3,2,1,1,0.07086614173228346,0.051181102362204724,0.05511811023622047,0.17716535433070865,0.01968503937007874,0.015748031496062992,-0.003937007874015748,1.3845883318895154,0.7222120310080069,0.3999977422349661,0.2888872582808088,0.3111093550716403,0.0658441316882634,0.04856159712319424,0.052080104160208314,0.16939983879967757,0.13438735177865613,0.09486166007905138,0.11067193675889328,0.30039525691699603,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,30,PAYLOAD,14,4,2,1,1,0.07874015748031496,0.08267716535433071,0.03543307086614173,0.1968503937007874,-0.003937007874015755,0.04330708661417323,0.04724409448818898,0.9523694332459025,1.0499866651693524,0.3999979680103225,0.41999786641083864,0.17999908560464511,0.07254014508029016,0.07584165168330335,0.03417756835513671,0.18959637919275837,0.13438735177865613,0.1541501976284585,0.07114624505928854,0.3201581027667984,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,31,PAYLOAD,15,0,3,0,1,0.051587301587301584,0.05555555555555555,0.027777777777777776,0.1349206349206349,-0.003968253968253968,0.023809523809523808,0.027777777777777776,0.928554714586566,1.0769022015880922,0.3823501072874401,0.41176165400185855,0.20588082700092927,0.04892605190224238,0.05246913580246913,0.027006172839506168,0.12465356512975563,0.10358565737051793,0.11155378486055777,0.055776892430278883,0.24701195219123506,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,32,PAYLOAD,16,1,3,0,1,0.08015267175572519,0.06870229007633588,0.08396946564885496,0.23282442748091603,0.011450381679389304,-0.0038167938931297773,-0.015267175572519082,1.1666496854323563,0.8571321633987234,0.3442608164535424,0.2950806998173221,0.3606541886656159,0.07372822096614416,0.06398228541460288,0.07691859448750073,0.23205232795291647,0.16091954022988506,0.13026819923371646,0.16091954022988506,0.42911877394636017,cycle
PHAN_STRICT_POSTHOC,POST_Q1_1,33,PAYLOAD,17,2,3,1,1,0.044715447154471545,0.028455284552845527,0.06504065040650407,0.13821138211382114,0.016260162601626018,-0.020325203252032527,-0.03658536585365854,1.5713733488794537,0.6363494052769365,0.32352707095119254,0.20588086333257705,0.4705848304744619,0.042715975940247224,0.02764558133386212,0.06081036420120298,0.1353691585696345,0.08979591836734693,0.04897959183673469,0.1306122448979592,0.2530612244897959,cycle
