dataset,mode,cycle,decoder,sequence_index,bit_true,bit_pred_hard,cost0,cost1,margin,payload_index,char_index,bit_in_char
NULO,RAW,1,hard_vector,49,0,1,73.48175556745656,68.52828383586412,4.953471731592444,,,
NULO,RAW,1,hard_vector,50,1,1,15.416620125449636,8.509638620331868,6.906981505117768,,,
NULO,RAW,1,hard_vector,51,0,0,19.821259669326476,20.817764406280105,0.9965047369536286,,,
NULO,RAW,1,hard_vector,52,1,1,19.99877882566552,16.539904997359557,3.458873828305965,,,
NULO,RAW,1,hard_vector,53,0,0,18.541553523718136,31.52237803747479,12.980824513756655,,,
NULO,RAW,1,hard_vector,54,1,0,16.868362016828694,25.71760393698332,8.849241920154626,,,
NULO,RAW,1,hard_vector,55,1,0,54.46854161680736,63.96399106757395,9.495449450766593,,,
NULO,RAW,1,hard_vector,56,0,0,48.7858276218705,62.73209064089426,13.94626301902376,,,
NULO,RAW,1,hard_vector,57,1,0,42.816514816161984,47.1950892246025,4.378574408440514,,,
NULO,RAW,1,hard_vector,58,0,1,19.167316828836828,9.486125247202077,9.681191581634751,,,
NULO,RAW,1,hard_vector,59,1,0,27.973225210051016,40.272067279045416,12.2988420689944,,,
NULO,RAW,1,hard_vector,60,1,0,21.793285890065274,27.274733026320188,5.481447136254914,,,
NULO,RAW,1,soft_vector_codebook,16,0,1,34.1389946729612,31.771092353912465,2.3679023190487385,0.0,0.0,0.0
NULO,RAW,1,soft_vector_codebook,17,1,1,36.84437661568561,26.759820487172668,10.084556128512943,1.0,1.0,0.0
NULO,RAW,1,soft_vector_codebook,18,0,0,11.278579242523945,17.654949337334543,6.376370094810598,2.0,2.0,0.0
NULO,RAW,1,soft_vector_codebook,19,0,0,18.032996131153894,21.355610546858273,3.322614415704379,3.0,3.0,0.0
NULO,RAW,1,soft_vector_codebook,20,1,1,21.299261950823073,14.082388082249137,7.216873868573936,4.0,4.0,0.0
NULO,RAW,1,soft_vector_codebook,21,1,1,24.594423896138338,22.37514351263069,2.2192803835076482,5.0,0.0,1.0
NULO,RAW,1,soft_vector_codebook,22,0,1,3.429122295499637,2.2774819769447188,1.1516403185549184,6.0,1.0,1.0
NULO,RAW,1,soft_vector_codebook,23,0,0,34.19413851978262,44.662603173649764,10.468464653867144,7.0,2.0,1.0
NULO,RAW,1,soft_vector_codebook,24,0,1,23.0939059679094,15.511157385092597,7.582748582816803,8.0,3.0,1.0
NULO,RAW,1,soft_vector_codebook,25,0,1,27.213478835031538,15.342497312892595,11.870981522138942,9.0,4.0,1.0
NULO,RAW,1,soft_vector_codebook,26,0,1,7.360134178784869,3.687409199967836,3.6727249788170333,10.0,0.0,2.0
NULO,RAW,1,soft_vector_codebook,27,0,1,95.66540432373908,75.82301986985682,19.84238445388226,11.0,1.0,2.0
NULO,RAW,1,soft_vector_codebook,28,0,1,103.90590669289018,80.00064024717416,23.905266445716023,12.0,2.0,2.0
NULO,RAW,1,soft_vector_codebook,29,1,1,33.658139008742815,21.05111440437696,12.607024604365854,13.0,3.0,2.0
NULO,RAW,1,soft_vector_codebook,30,1,1,22.45036274400054,15.65000862030288,6.800354123697659,14.0,4.0,2.0
NULO,RAW,1,soft_vector_codebook,31,0,0,21.22302250204902,23.268786736163303,2.0457642341142837,15.0,0.0,3.0
NULO,RAW,1,soft_vector_codebook,32,0,0,18.92799739416061,19.962652487168942,1.0346550930083325,16.0,1.0,3.0
NULO,RAW,1,soft_vector_codebook,33,1,0,46.44589968341987,61.10835057560491,14.662450892185042,17.0,2.0,3.0
NULO,RAW,1,soft_vector_codebook,34,1,0,35.23413252277579,45.59665766382719,10.3625251410514,18.0,3.0,3.0
NULO,RAW,1,soft_vector_codebook,35,1,1,21.803708669568547,17.131422863211327,4.67228580635722,19.0,4.0,3.0
