dataset,mode,sequence_index,sequence_kind,payload_index,char_index,char_sent,bit_in_char,bit_sent,n,cons_mean,cons_var,cons_std,cons_skew,cons_kurt,cons_flicker,e1_mean,e2_mean,e3_mean,e1_var,e2_var,e3_var,e1_flicker,e2_flicker,e3_flicker
REAL,POST_Q1_1,5,PAYLOAD,1,1,A,0,1,276.0,0.09782608695652174,0.09550252047889099,0.30903482081941996,3.0698085105060677,8.788836220639814,0.17454545454545456,0.025362318840579712,0.036231884057971016,0.036231884057971016,0.024719071623608483,0.03491913463558076,0.03491913463558076,0.05090909090909091,0.06545454545454546,0.07272727272727272
REAL,POST_Q1_1,6,PAYLOAD,2,2,N,0,0,255.0,0.17254901960784313,0.15846212995001918,0.39807302087684765,2.099621270643457,3.4414861954351688,0.28346456692913385,0.08627450980392157,0.0196078431372549,0.06666666666666667,0.07883121876201461,0.01922337562475971,0.06222222222222223,0.16535433070866143,0.03937007874015748,0.13385826771653545
REAL,POST_Q1_1,7,PAYLOAD,3,3,U,0,0,241.0,0.13692946058091288,0.12647853859265512,0.35563821306582777,2.3855267669130735,4.6058332602595415,0.24166666666666667,0.06639004149377593,0.04149377593360996,0.029045643153526972,0.06198240388423065,0.03977204249238133,0.028201993767324945,0.13333333333333333,0.08333333333333333,0.05
REAL,POST_Q1_1,8,PAYLOAD,4,4,S,0,1,253.0,0.1067193675889328,0.11904575919011388,0.34503008447107025,3.3728265201477465,11.488147229627794,0.1984126984126984,0.02766798418972332,0.02766798418972332,0.05138339920948617,0.026902466840600544,0.026902466840600544,0.048743145495164744,0.05555555555555555,0.05555555555555555,0.10317460317460317
REAL,POST_Q1_1,9,PAYLOAD,5,0,J,1,1,238.0,0.08823529411764706,0.097256549678695,0.3118598237649329,3.7000530743687925,14.091964563935232,0.15611814345991562,0.037815126050420166,0.02100840336134454,0.029411764705882353,0.036385142292210994,0.020567050349551582,0.02854671280276816,0.0759493670886076,0.04219409282700422,0.05485232067510549
REAL,POST_Q1_1,10,PAYLOAD,6,1,A,1,0,236.0,0.2076271186440678,0.18146725079000287,0.4259897308504078,1.765663430044292,1.9837979390776903,0.34893617021276596,0.0847457627118644,0.05508474576271186,0.06779661016949153,0.07756391841424878,0.052050416546969284,0.06320022981901753,0.14468085106382977,0.10212765957446808,0.13617021276595745
REAL,POST_Q1_1,11,PAYLOAD,7,2,N,1,0,257.0,0.1828793774319066,0.1649987130766552,0.4062003361355763,1.9833780801984386,2.890218769274184,0.328125,0.06614785992217899,0.04669260700389105,0.07003891050583658,0.06177232054989477,0.04451240745507122,0.06513346152099198,0.109375,0.09375,0.140625
REAL,POST_Q1_1,12,PAYLOAD,8,3,U,1,0,231.0,0.19913419913419914,0.1681377785273889,0.4100460687866534,1.6936256717022338,1.4270873231407624,0.29130434782608694,0.09090909090909091,0.05627705627705628,0.05194805194805195,0.08264462809917353,0.053109949213845334,0.04924945184685444,0.13478260869565217,0.10434782608695652,0.10434782608695652
REAL,POST_Q1_1,13,PAYLOAD,9,4,S,1,0,239.0,0.18410041841004185,0.17531205686174955,0.4187028264315272,2.1299954443852425,3.764322578707368,0.29411764705882354,0.07112970711297072,0.05439330543933055,0.058577405857740586,0.0660702718789937,0.05143467376271423,0.055146093380718124,0.12605042016806722,0.1092436974789916,0.11764705882352941
REAL,POST_Q1_1,14,PAYLOAD,10,0,J,2,0,221.0,0.17647058823529413,0.14532871972318337,0.38122004108281526,1.697336849583012,0.8809523809523818,0.30454545454545456,0.09502262443438914,0.02262443438914027,0.058823529411764705,0.0859933252799902,0.022112569357711755,0.05536332179930798,0.16818181818181818,0.045454545454545456,0.1
